person_id,canonical_chinese,canonical_greek,latinized,sex,status,identity_group,testament,nt_ref_count,ot_ref_count,bible_ref_count
"person-000271","法内力","Φανουήλ","Phanuel","male","accepted","nt-idgrp-0271","nt","1","0","1"
"person-000272","腓利门","Φιλήμων","Philemon","male","accepted","nt-idgrp-0272","nt","2","0","2"
"person-000273","腓理徒","Φίλητος","Philetus","male","accepted","nt-idgrp-0273","nt","1","0","1"
"person-000274","腓利","Φίλιππος","Philip","male","accepted","nt-idgrp-0274","nt","15","0","15"
"person-000275","腓力","Φίλιππος","Philip","male","accepted","nt-idgrp-0275","nt","1","0","1"
"person-000276","腓力","Φίλιππος","Philip","male","accepted","nt-idgrp-0276","nt","15","0","15"
"person-000277","腓力","Φίλιππος","Philip","male","accepted","nt-idgrp-0277","nt","3","0","3"
"person-000278","非罗罗古","Φιλόλογος","Philologus","male","accepted","nt-idgrp-0278","nt","1","0","1"
"person-000279","弗勒干","Φλέγων","Phlegon","male","accepted","nt-idgrp-0279","nt","1","0","1"
"person-000280","非比","Φοίβη","Phoebe","female","accepted","nt-idgrp-0280","nt","1","0","1"
"person-000281","腓吉路","Φύγελλος","Phygelus","male","accepted","nt-idgrp-0281","nt","1","0","1"
"person-000282","彼拉多","Πιλᾶτος","Pilate","male","accepted","nt-idgrp-0282","nt","53","0","53"
"person-000283","百基拉","Πρίσκιλλα","Priscilla","female","accepted","nt-idgrp-0283","nt","6","0","6"
"person-000284","伯罗哥罗","Πρόχορος","Prochorus","male","accepted","nt-idgrp-0284","nt","1","0","1"
"person-000285","部百流","Πόπλιος","Publius","male","accepted","nt-idgrp-0285","nt","2","0","2"
"person-000286","布田","Πούδης","Pudens","male","accepted","nt-idgrp-0286","nt","1","0","1"
"person-000287","毕罗斯","Πύρρος","Pyrrhus","male","accepted","nt-idgrp-0287","nt","1","0","1"
"person-000288","括土","Κούαρτος","Quartus","male","accepted","nt-idgrp-0288","nt","1","0","1"
"person-000289","居里扭","Κυρήνιος","Quirinius","male","accepted","nt-idgrp-0289","nt","1","0","1"
"person-000290","拉结","Ῥαχήλ","Rachel","female","accepted","nt-idgrp-0290","nt","1","0","1"
"person-000291","喇合","Ῥαάβ","Rahab","female","accepted","nt-idgrp-0291","nt","3","0","3"
"person-000292","亚兰","Ἀράμ","Ram","male","accepted","nt-idgrp-0292","nt","3","0","3"
"person-000293","利百加","Ῥεβέκκα","Rebekah","female","accepted","nt-idgrp-0293","nt","1","0","1"
"person-000294","罗波安","Ῥοβοάμ","Rehoboam","male","accepted","nt-idgrp-0294","nt","1","0","1"
"person-000295","拉吴","Ῥαγαῦ","Reu","male","accepted","nt-idgrp-0295","nt","1","0","1"
"person-000297","利撒","Ῥησά","Rhesa","male","accepted","nt-idgrp-0297","nt","1","0","1"
"person-000298","罗大","Ῥόδη","Rhoda","female","accepted","nt-idgrp-0298","nt","1","0","1"
"person-000299","鲁孚","Ῥοῦφος","Rufus","male","accepted","nt-idgrp-0299","nt","1","0","1"
"person-000300","鲁孚","Ῥοῦφος","Rufus","male","accepted","nt-idgrp-0300","nt","1","0","1"
"person-000301","路得","Ῥούθ","Ruth","female","accepted","nt-idgrp-0301","nt","1","0","1"
"person-000302","撒门","Σαλμών","Salmon","male","accepted","nt-idgrp-0302","nt","3","0","3"
"person-000304","撒罗米","Σαλώμη","Salome","female","accepted","nt-idgrp-0304","nt","2","0","2"
"person-000305","参孙","Σαμψών","Samson","male","accepted","nt-idgrp-0305","nt","1","0","1"
"person-000306","撒母耳","Σαμουήλ","Samuel","male","accepted","nt-idgrp-0306","nt","3","0","3"
"person-000307","撒非喇","Σαπφείρη","Sapphira","female","accepted","nt-idgrp-0307","nt","1","0","1"
"person-000308","撒拉","Σάρρα","Sarah","female","accepted","nt-idgrp-0308","nt","4","0","4"
"person-000309","扫罗","Σαούλ","Saul","male","accepted","nt-idgrp-0309","nt","1","0","1"
"person-000310","士基瓦","Σκευᾶς","Sceva","male","accepted","nt-idgrp-0310","nt","1","0","1"
"person-000311","西公都","Σεκοῦνδος","Secundus","male","accepted","nt-idgrp-0311","nt","1","0","1"
"person-000312","西美","Σεμεΐ","Semein","male","accepted","nt-idgrp-0312","nt","1","0","1"
"person-000313","士求·保罗","Σέργιος+G3972H«G3972=Παῦλος","Sergius_Paulus","male","accepted","nt-idgrp-0313","nt","1","0","1"
"person-000314","西鹿","Σαρούχ","Serug","male","accepted","nt-idgrp-0314","nt","1","0","1"
"person-000315","塞特","Σήθ","Seth","male","accepted","nt-idgrp-0315","nt","1","0","1"
"person-000316","撒拉铁","Σαλαθιήλ","Shealtiel","male","accepted","nt-idgrp-0316","nt","1","0","1"
"person-000317","撒拉铁","Σαλαθιήλ","Shealtiel","male","accepted","nt-idgrp-0317","nt","1","0","1"
"person-000318","沙拉","Σαλά","Shelah","male","accepted","nt-idgrp-0318","nt","1","0","1"
"person-000319","闪","Σήμ","Shem","male","accepted","nt-idgrp-0319","nt","1","0","1"
"person-000320","西拉","Σίλας","Silas","male","accepted","nt-idgrp-0320","nt","16","0","16"
"person-000321","西面","Συμεών","Simeon","male","accepted","nt-idgrp-0321","nt","1","0","1"
"person-000322","西缅","Συμεών","Simeon","male","accepted","nt-idgrp-0322","nt","1","0","1"
"person-000323","西面","Συμεών","Simeon","male","accepted","nt-idgrp-0323","nt","2","0","2"
"person-000324","西缅","Συμεών","Simeon","male","accepted","nt-idgrp-0324","nt","1","0","1"
"person-000325","西门","Σίμων","Simon","male","accepted","nt-idgrp-0325","nt","1","0","1"
"person-000375",,"Σίμων","Simon","male","pending","nt-idgrp-0375","nt","4","0","4"
"person-000326","西门","Σίμων","Simon","male","accepted","nt-idgrp-0326","nt","4","0","4"
"person-000327","西门","Σίμων","Simon","male","accepted","nt-idgrp-0327","nt","4","0","4"
"person-000328","西门","Σίμων","Simon","male","accepted","nt-idgrp-0328","nt","4","0","4"
"person-000329","西门","Σίμων","Simon","male","accepted","nt-idgrp-0329","nt","2","0","2"
"person-000330","西门","Σίμων","Simon","male","accepted","nt-idgrp-0330","nt","2","0","2"
"person-000376",,"Σίμων","Simon","male","pending","nt-idgrp-0376","nt","3","0","3"
"person-000331","西门","Σίμων","Simon","male","accepted","nt-idgrp-0331","nt","3","0","3"
"person-000332","所罗门","Σολομών, Σαλωμών","Solomon","male","accepted","nt-idgrp-0332","nt","8","0","8"
"person-000333","所巴特","Σώπατρος","Sopater","male","accepted","nt-idgrp-0333","nt","1","0","1"
"person-000372","所西巴德","Σωσίπατρος","Sosipater","male","accepted","nt-idgrp-0372","nt","1","0","1"
"person-000334","所提尼","Σωσθένης","Sosthenes","male","accepted","nt-idgrp-0334","nt","2","0","2"
"person-000335","士大古","Στάχυς","Stachys","male","accepted","nt-idgrp-0335","nt","1","0","1"
"person-000336","司提反","Στεφανᾶς","Stephanas","male","accepted","nt-idgrp-0336","nt","4","0","4"
"person-000337","司提反","Στέφανος","Stephen","male","accepted","nt-idgrp-0337","nt","7","0","7"
"person-000338","苏撒拿","Σουσάννα","Susanna","female","accepted","nt-idgrp-0338","nt","1","0","1"
"person-000339","循都基","Συντύχη","Syntyche","female","accepted","nt-idgrp-0339","nt","1","0","1"
"person-000340","大比大","Ταβιθά","Tabitha","female","accepted","nt-idgrp-0340","nt","3","0","3"
"person-000341","她玛","Θάμαρ","Tamar","female","accepted","nt-idgrp-0341","nt","1","0","1"
"person-000342","他拉","Θάρα","Terah","male","accepted","nt-idgrp-0342","nt","1","0","1"
"person-000343","德提","Τέρτιος","Tertius","male","accepted","nt-idgrp-0343","nt","1","0","1"
"person-000344","帖土罗","Τέρτυλλος","Tertullus","male","accepted","nt-idgrp-0344","nt","2","0","2"
"person-000345","提阿非罗","Θεόφιλος","Theophilus","male","accepted","nt-idgrp-0345","nt","2","0","2"
"person-000346","杜达","Θευδᾶς","Theudas","male","accepted","nt-idgrp-0346","nt","1","0","1"
"person-000347","多马","Θωμᾶς","Thomas","male","accepted","nt-idgrp-0347","nt","12","0","12"
"person-000348","提庇留","Τιβέριος","Tiberius","male","accepted","nt-idgrp-0348","nt","12","0","12"
"person-000349","底买","Τιμαῖος","Timaeus","male","accepted","nt-idgrp-0349","nt","1","0","1"
"person-000350","提门","Τίμων","Timon","male","accepted","nt-idgrp-0350","nt","1","0","1"
"person-000351","提摩太","Τιμόθεος","Timothy","male","accepted","nt-idgrp-0351","nt","28","0","28"
"person-000352","提多","Τίτος","Titus","male","accepted","nt-idgrp-0352","nt","14","0","14"
"person-000353","特罗非摩","Τρόφιμος","Trophimus","male","accepted","nt-idgrp-0353","nt","3","0","3"
"person-000354","土非拿","Τρύφαινα","Tryphaena","female","accepted","nt-idgrp-0354","nt","1","0","1"
"person-000355","土富撒","Τρυφῶσα","Tryphosa","female","accepted","nt-idgrp-0355","nt","1","0","1"
"person-000356","推基古","Τυχικός","Tychicus","male","accepted","nt-idgrp-0356","nt","7","0","7"
"person-000357","推喇奴","Τύραννος","Tyrannus","male","accepted","nt-idgrp-0357","nt","1","0","1"
"person-000358","耳巴奴","Οὐρβανός","Urbanus","male","accepted","nt-idgrp-0358","nt","1","0","1"
"person-000359","乌利亚","Οὐρίας","Uriah","male","accepted","nt-idgrp-0359","nt","1","0","1"
"person-000360","乌西雅","Ὀζίας","Uzziah","male","accepted","nt-idgrp-0360","nt","2","0","2"
"person-000361","撒该","Ζακχαῖος","Zacchaeus","male","accepted","nt-idgrp-0361","nt","3","0","3"
"person-000362","撒督","Σαδώκ","Zadok","male","accepted","nt-idgrp-0362","nt","1","0","1"
"person-000363","西庇太","Ζεβεδαῖος","Zebedee","male","accepted","nt-idgrp-0363","nt","11","0","11"
"person-000365","撒迦利亚","Ζαχαρίας","Zechariah","male","accepted","nt-idgrp-0365","nt","2","0","2"
"person-000366","撒迦利亚","Ζαχαρίας","Zechariah","male","accepted","nt-idgrp-0366","nt","9","0","9"
"person-000367","西纳","Ζηνᾶς","Zenas","male","accepted","nt-idgrp-0367","nt","1","0","1"
"person-000368","谢拉","Ζαρά","Zerah","male","accepted","nt-idgrp-0368","nt","1","0","1"
"person-000369","所罗巴伯","Ζοροβάβελ","Zerubbabel","male","accepted","nt-idgrp-0369","nt","2","0","2"
"person-000370","所罗巴伯","Ζοροβάβελ","Zerubbabel","male","accepted","nt-idgrp-0370","nt","1","0","1"
